,label
2018,0
5831,1
431,1
3084,0
3258,0
1617,0
4352,0
106,1
4590,0
1226,0
1039,0
2522,0
5286,0
2413,1
3574,0
513,1
1725,0
4757,0
5943,0
1822,0
4663,1
2677,0
3704,1
5658,0
1964,0
1339,0
5545,0
301,0
4786,0
2642,0
310,0
2783,0
1322,0
3708,0
5721,0
5971,1
5462,1
5896,0
5310,0
1588,0
5464,0
3644,0
5242,0
5542,1
5387,0
2430,0
5221,1
915,0
4356,0
3878,1
2320,1
5224,0
4090,1
5939,0
5481,0
1966,1
75,1
1401,0
5791,0
4513,0
2416,1
2801,0
3532,0
4844,0
4042,0
4492,0
3249,0
4914,1
2408,1
3211,0
2668,0
5048,1
986,0
2082,0
4725,0
2424,0
101,0
1486,0
594,0
5472,0
1901,1
1258,0
679,0
2158,0
1205,0
2109,1
1175,0
5750,1
4131,1
5373,0
4770,1
948,0
4243,0
2968,1
4044,0
2073,0
5027,1
4888,1
1312,0
312,0
3339,1
4899,0
2410,1
4846,0
1565,0
4159,0
3218,0
3409,1
4248,0
5215,0
1611,0
1381,0
407,0
4151,0
1677,1
5321,1
1335,1
255,1
3794,1
2919,0
2941,0
5040,0
1801,1
4932,1
5788,1
5005,0
3881,0
3919,0
335,1
551,0
3333,1
5012,0
3911,1
1716,0
4623,1
4829,1
3899,0
1249,0
4733,1
4236,0
1880,0
1097,0
2918,0
5767,0
1841,1
91,0
907,0
4657,0
1628,0
102,0
1866,0
1193,0
1884,0
1416,0
2326,0
2144,0
2233,0
2704,0
208,0
5427,0
1007,0
19,1
3198,0
1316,0
54,0
3577,0
2295,0
4491,0
5191,0
4211,0
2313,1
1537,0
155,1
3185,1
750,0
4813,0
2130,0
2170,1
5285,1
484,0
2037,0
2662,0
1350,0
2482,0
5148,0
1345,0
5076,0
2737,0
1146,1
193,0
4746,0
4134,1
5993,1
640,0
4907,0
2698,1
1076,0
3869,0
4079,0
5579,0
3880,1
4435,0
2363,0
5789,1
293,1
1676,0
2765,0
2238,0
4881,0
184,1
3423,1
1664,0
1661,0
1154,0
3767,1
4678,0
2582,1
4575,0
1227,0
974,0
3588,1
3406,1
4842,0
3982,0
5784,0
5614,1
1228,1
1968,1
434,0
4890,0
2136,0
2113,1
3792,1
5907,0
2914,0
2316,0
2099,0
205,0
1682,0
5396,0
4954,1
5239,1
2395,0
2656,0
3193,0
5725,0
2291,0
89,0
644,1
2225,0
823,0
5694,0
5276,0
707,0
4239,1
785,1
2050,0
2680,0
5318,0
2156,1
2862,0
178,1
4267,1
412,0
4674,1
416,1
3415,0
5655,0
3248,0
4460,0
3401,0
2398,0
740,0
73,1
5371,0
2208,0
2360,0
1988,1
4965,0
5686,0
1492,0
2202,0
3963,0
5354,0
5187,0
2978,1
3159,0
2356,1
3049,0
631,0
2191,0
5829,0
5120,0
1080,0
2035,0
1166,0
5602,1
3003,1
3627,1
1802,0
3670,1
4274,0
4594,1
4023,0
4580,0
4124,0
2246,0
3613,1
81,1
4277,0
877,0
1340,0
5948,1
3387,0
5619,0
759,1
2218,1
1356,0
3721,1
3094,0
1598,0
2093,0
2515,1
3178,0
4900,0
1466,0
319,1
4280,0
5433,0
5633,1
4884,1
5073,0
2028,0
3983,0
4471,1
2792,1
4635,0
801,1
3470,1
4306,0
2512,0
4161,0
374,0
4938,0
5927,0
3527,0
1026,0
4437,1
1506,0
3168,1
5099,0
372,1
5306,1
4208,1
4892,0
5766,0
1325,0
3859,0
1579,0
4192,1
4869,0
3250,0
2637,0
4926,0
3737,0
4295,1
129,0
2561,0
2119,0
1635,1
5673,1
370,0
2504,0
2116,0
5094,0
1820,0
881,0
4327,0
377,0
2910,0
2007,0
432,0
5451,0
5225,0
3483,0
1591,0
4268,0
3727,0
3863,0
1876,0
2654,0
814,0
2256,1
4072,0
4112,0
2020,1
5349,0
367,0
3436,0
4256,0
5807,1
4875,0
5378,0
5980,0
5395,1
239,0
5353,0
542,0
2725,0
2454,0
1459,0
3867,0
1903,0
4648,0
362,1
4645,1
2086,0
2988,1
4177,0
1730,1
4451,1
3607,0
3984,0
3347,0
2083,0
2845,0
4891,0
4650,1
3004,1
4789,1
1181,1
3599,0
4745,1
5409,0
1333,1
4516,0
1229,0
2780,1
2746,0
1534,1
3946,1
3492,0
2305,0
960,0
3313,0
1164,0
4467,0
1306,0
2993,1
1575,0
3742,1
3834,0
2548,1
5690,0
1858,1
4354,1
3835,0
769,0
2061,0
3940,0
3344,1
4210,1
1594,0
957,1
2973,1
2289,1
5160,0
3818,0
4775,0
56,1
3300,0
1435,1
5357,0
4531,1
1057,0
4251,0
5052,0
60,1
35,1
5508,0
3494,0
4454,0
5514,1
3782,0
4620,1
1200,0
2785,1
4361,0
3257,0
1518,1
4957,0
734,0
5054,0
2514,1
4432,0
2596,1
4080,0
4069,0
887,0
494,0
580,1
4199,0
5223,1
1133,1
212,0
1064,0
3293,0
4171,0
5754,0
3796,0
5561,0
1004,1
4343,1
5670,0
2159,0
4049,0
3966,0
186,0
2015,0
3384,1
2056,0
1631,0
1307,0
1781,0
2422,0
1655,0
3153,0
4128,1
1124,1
445,0
3716,0
5564,0
4560,0
2503,0
5970,0
3047,0
1681,1
2800,1
3215,0
2581,0
243,0
4497,1
3543,1
5356,1
2695,0
3549,0
4546,0
1659,0
4710,1
2333,0
4567,0
1297,0
1674,1
2352,0
3995,0
611,1
1407,0
2474,0
3232,0
373,0
3062,0
3752,1
5295,0
5212,0
4758,1
236,1
1344,1
2321,1
1218,0
1776,1
1498,0
5640,0
2097,0
4636,0
4206,0
510,1
1613,1
1623,1
2045,0
3163,1
3372,1
78,1
2317,0
5157,0
2874,0
4409,1
3399,0
5706,0
911,0
3478,0
697,1
2386,0
4562,1
363,0
1842,1
1153,1
1360,0
5535,0
3806,0
3142,0
5453,0
5946,0
2733,0
5988,0
5656,0
83,0
79,0
662,1
324,1
1440,0
5399,0
5881,1
1130,0
2253,0
2376,1
808,0
1510,0
3105,1
2593,0
2576,0
3329,0
656,1
3070,1
5851,0
858,0
1383,0
5417,1
5106,0
4940,1
833,1
2927,1
1614,0
3797,0
5560,0
3356,0
213,0
2520,0
131,0
3087,0
4535,0
5983,0
2524,1
3467,0
3800,0
4949,1
448,0
3765,0
699,0
103,0
5521,1
523,0
3017,0
3851,0
1102,0
1821,1
1415,0
165,0
5553,0
3308,0
5095,0
5003,1
3189,1
5176,0
2555,0
3383,0
3962,0
2499,0
395,0
625,1
4791,0
3997,0
947,0
761,0
3430,1
2739,0
1443,0
4039,0
645,0
4866,1
4526,0
1882,0
4867,1
3802,0
5703,0
4147,1
2598,0
2541,1
5726,1
2822,1
5303,0
2286,0
4066,1
2827,0
4207,0
3268,1
183,0
3316,0
4057,0
4709,1
1169,0
5460,1
5575,0
1711,1
5297,0
1178,0
2129,0
2532,0
397,0
1291,0
3661,0
3971,0
3458,0
1630,0
3096,1
4087,0
1289,1
3747,0
5123,1
901,0
3748,1
571,0
5997,0
4545,1
5325,0
3366,1
2309,0
5184,0
5732,0
5711,0
1874,0
4452,0
4704,0
2742,0
4335,0
3271,0
5912,0
5510,0
2167,0
3437,0
5296,1
4470,1
3525,0
5839,1
3115,1
3952,0
1937,0
1321,0
1125,1
2511,0
1527,0
4825,0
2458,0
2495,0
3877,1
5688,0
1408,1
3272,0
3137,0
5741,1
2264,0
4478,1
3749,0
2589,0
1502,1
2538,1
1320,0
4787,0
1233,1
2236,0
4777,0
1629,0
2789,0
123,0
2634,0
4756,0
1796,0
3102,1
2710,0
4600,0
4326,0
4997,1
765,0
1409,1
5424,0
2428,0
1745,0
3336,0
4883,1
5687,0
5650,0
5188,1
4517,0
5860,1
1873,0
2614,0
2138,0
798,1
5940,0
626,1
4591,1
5447,0
1616,0
1782,0
2206,0
1890,0
790,0
7,0
2414,1
5821,0
2276,0
2960,0
5391,1
417,1
742,0
2127,1
4588,0
3593,1
1909,1
824,0
5465,0
116,0
1481,1
1904,0
3216,1
5853,0
4669,0
5386,0
3799,0
1024,0
592,0
5331,0
5536,0
2022,0
3980,1
1107,1
3825,0
2508,1
1797,0
1508,0
127,0
4691,0
5745,0
2437,0
403,0
150,0
5897,0
2444,0
2442,0
62,0
2544,0
4191,1
3109,1
3557,1
5055,0
5313,0
1576,0
3632,0
4708,0
3590,0
3285,0
2153,0
4332,0
3676,0
222,0
5822,1
120,1
2380,1
3134,1
4289,0
2283,0
181,0
4485,1
968,0
627,0
4765,1
3330,0
5892,0
3454,0
1365,0
4427,0
4006,0
614,1
3078,0
266,0
3841,0
3973,1
1932,0
2199,1
3190,1
1807,1
225,0
4201,0
5953,0
4726,0
2068,0
4966,0
2098,0
1186,1
2963,1
4038,1
2489,1
4803,0
2186,0
5518,0
2870,0
2349,1
3730,0
284,1
3306,1
920,0
5404,0
4830,0
2392,0
2354,0
5973,0
922,0
5737,1
1402,0
5828,0
4263,0
2469,0
2273,0
4108,0
1546,1
617,1
1092,1
4186,1
612,0
885,0
4953,0
3444,0
777,1
1638,0
3252,1
5643,1
5856,0
28,0
5162,0
3280,0
3604,0
3393,1
74,0
4611,1
4078,0
3505,0
3143,0
2609,0
2227,1
2002,0
1584,1
1517,0
4212,0
3148,0
1072,0
2691,0
1799,0
2820,1
4242,0
2633,0
3958,0
3404,1
4718,0
5708,0
3246,0
4505,1
2684,1
115,0
4384,0
5834,0
5480,0
3702,0
3596,0
5277,0
337,0
2687,0
4142,1
4843,0
1973,1
753,1
4558,0
1938,1
673,0
2712,1
3511,0
1201,0
4260,0
424,0
4421,0
3715,0
664,1
350,0
447,1
709,0
1924,0
1221,0
3922,1
2766,0
5245,1
387,0
3547,1
1337,1
4850,1
4547,0
5290,0
4795,0
3205,1
1608,0
830,1
5046,1
5790,0
3418,0
1734,1
5982,0
5936,0
1006,0
5273,0
400,0
1253,0
21,0
1305,0
237,0
3107,0
3665,0
671,0
845,1
4790,0
5463,0
1353,0
5229,0
5799,1
3451,1
869,1
3686,0
604,0
4930,0
4998,0
4723,0
3868,0
902,0
2904,0
1747,0
3310,0
2051,1
4047,0
3928,1
2757,0
5974,0
4417,1
696,0
1179,0
4720,0
5909,0
2173,0
5107,0
1090,0
848,0
1769,0
3808,0
4876,0
3745,0
605,0
174,0
5298,0
2269,1
2463,0
100,1
1243,0
741,0
334,1
2908,1
2881,0
3292,1
3463,1
4690,0
2987,0
5429,0
4702,0
4423,0
4043,1
5771,0
4736,1
1468,1
1838,0
3123,0
3674,0
460,0
5142,0
1562,0
1975,1
3290,0
4515,1
738,0
5485,0
1438,0
497,0
2750,0
3945,0
375,0
5071,0
1209,1
5037,0
404,1
3778,0
2467,1
93,0
3513,0
3204,1
2221,1
1849,0
827,0
4524,1
3187,0
4378,1
343,1
2683,1
2786,1
2547,1
3146,1
5209,1
691,0
0,1
1582,1
1707,0
5512,1
2021,0
3221,0
3591,1
2003,1
1131,0
5747,0
3717,0
2304,0
5343,0
5672,0
2375,0
3395,0
2261,0
1731,1
1159,0
4342,0
2120,0
5701,1
2685,1
1671,0
5025,0
5756,1
3273,1
1971,1
4461,1
2296,0
736,0
4122,1
5537,0
4776,1
5346,0
4099,0
837,0
292,0
698,0
5144,1
4903,0
3969,1
5649,0
5930,1
1963,1
5345,0
2274,0
3441,1
5394,0
1868,0
2387,0
5539,0
2671,0
4699,1
3516,1
5385,0
2502,0
3988,1
3999,0
63,0
5086,0
1384,1
4333,0
650,0
1967,0
112,0
3024,0
5444,1
804,0
577,1
126,0
3331,1
3793,0
5681,0
1400,0
851,0
5704,0
3057,0
2665,0
4103,0
4950,0
2995,0
2679,1
3893,1
5870,0
2977,0
1053,0
4503,0
5965,0
2405,1
3860,0
153,0
2391,1
2353,0
5100,0
2660,0
5663,1
280,0
5787,1
3821,1
3128,1
4496,0
5593,1
1479,1
3811,0
504,0
903,0
2040,1
1672,1
3751,0
550,0
1862,0
1805,1
5895,1
5226,0
945,0
3642,1
4259,1
1690,0
2107,0
5902,0
3125,0
5610,0
3398,0
449,1
2903,1
941,1
1020,1
1532,0
1847,0
4011,1
3898,0
437,0
5410,0
3445,1
4882,0
4969,0
739,1
2867,1
3291,0
5102,1
586,0
5402,0
2989,0
4444,0
1028,0
5259,0
3279,0
3208,1
5906,0
5637,0
573,0
4040,0
647,0
595,0
5347,0
5654,1
3396,0
1308,0
4566,0
5852,0
4896,1
281,1
5028,0
732,1
2763,1
2999,0
1908,0
5240,0
3085,1
1111,1
4680,1
2195,1
160,0
5207,1
2798,0
3165,1
4955,0
952,0
4232,0
1331,0
1219,0
5311,0
606,0
164,0
1040,0
3968,0
209,0
3612,0
329,0
2546,0
3929,0
4297,0
1429,0
5872,0
4905,0
433,0
5203,0
860,0
4370,0
967,0
3729,0
3486,1
3734,1
3623,0
5967,0
3413,1
3695,0
5442,0
2813,0
4981,0
4652,0
908,1
5477,1
2562,1
4605,1
4317,0
5393,0
146,0
3361,0
1777,1
5149,0
3186,1
508,0
4419,1
1561,1
4272,0
2852,0
168,0
3419,0
5496,1
1392,0
2257,1
2237,0
136,0
5566,1
5374,0
894,0
197,0
1483,0
1792,1
4863,0
5208,0
5903,0
2850,0
3116,0
4961,1
2389,0
5181,0
1447,0
199,0
4525,0
3611,0
3466,0
1823,0
1795,1
730,1
3886,0
4393,0
2121,0
3465,1
807,1
2595,0
5661,0
2997,0
5268,1
1198,0
4403,0
821,1
2711,0
1241,0
4051,1
5659,0
5864,0
623,1
5541,1
4075,0
1162,0
5736,1
2603,1
2775,0
3781,0
5118,0
4387,1
1740,0
2282,0
5103,0
3026,0
4163,0
24,0
216,1
2860,0
1910,0
5249,1
4089,1
3421,0
4262,1
207,0
3510,0
2322,0
591,1
5272,1
1720,0
1863,1
525,0
2335,0
469,1
5446,0
2811,1
5627,0
928,0
1896,0
2721,0
5715,0
1469,0
5237,0
2934,0
1913,0
956,0
1488,0
25,1
1134,0
2197,0
5021,0
3224,0
1552,1
4939,0
1645,1
2937,1
3533,0
2646,0
5116,0
2187,0
4845,0
3854,1
2371,1
180,1
5368,0
1434,1
3912,1
4703,1
3091,1
5448,1
2344,0
3298,0
94,0
770,0
637,0
5400,0
2536,1
2492,0
1208,0
5491,0
5674,0
5294,1
275,0
1152,1
5302,0
5200,1
307,0
2059,1
4968,0
4182,1
5531,0
2610,0
4305,1
2787,0
1987,1
931,0
4226,0
5819,0
3455,1
5050,0
4651,0
2418,0
5632,0
2431,0
201,0
2965,1
2023,0
4464,0
973,0
1634,1
2435,0
816,0
1954,0
5412,0
3762,0
256,1
3678,1
1472,1
5795,0
1605,1
5425,0
560,0
4469,0
2957,1
2767,0
3299,0
1684,1
1167,1
3918,1
1204,0
5068,1
5251,1
5964,1
1071,0
4870,1
4420,0
2251,0
4180,0
2681,0
2956,1
1589,1
2659,0
2446,0
4187,0
430,0
3191,0
3942,0
2105,0
4009,0
4071,0
5441,1
4353,1
4984,0
5562,0
3114,0
1641,0
4484,0
4369,0
756,0
3560,0
3622,1
1956,1
5954,0
2176,0
802,0
1207,0
2930,0
3531,0
2723,0
151,0
2292,0
714,1
544,0
4735,0
2745,0
3337,0
423,0
3219,0
659,0
797,0
755,0
2008,0
99,0
2496,0
1871,1
2046,0
4851,0
5072,0
2163,1
2893,0
537,0
1701,1
2897,1
2222,1
2135,1
2599,0
705,0
3468,0
5924,0
5874,1
4373,0
1033,0
5827,1
4859,1
4931,0
3264,0
1653,0
2607,0
2732,0
